Entity,Scorecard,Squad,Level,Status,Rule,Description,Failure Message,Last Evaluated
prod_trusted_bronze.internal.prod_rail_connector_scrape_partner_event,"Data, AI, and ML Governed",Ganymede,Baseline,Fail,Datasets must have OOH support flag,Datasets in Unity Catalog must be tagged with a **ooh_support** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-20T12:03:28.636927
prod_trusted_bronze.internal.prod_rail_connector_scrape_partner_event,"Data, AI, and ML Governed",Ganymede,Baseline,Fail,Datasets must have column descriptions,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`.,2026-06-20T12:03:28.636927
prod_trusted_bronze.internal.prod_rail_connector_scrape_partner_event,"Data, AI, and ML Governed",Ganymede,Baseline,Fail,Datasets must have SOX scope flag,Datasets in Unity Catalog must be tagged with a **sox_scope** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-20T12:03:28.636927
prod_trusted_bronze.internal.prod_rail_connector_scrape_partner_event,"Data, AI, and ML Governed",Ganymede,Baseline,Fail,Datasets must have valid business criticality,"Datasets in Unity Catalog must be tagged with a valid business criticality, i.e. one of:
- p1
- p2
- p3",Dataset is assigned to `{{context.evaluation.captures.business_criticality}}` which is not a valid business criticality.,2026-06-20T12:03:28.636927
prod_trusted_bronze.internal.public_month_view_page_explorerhotelsbtnclicked,"Data, AI, and ML Governed",Aqua,Baseline,Fail,Datasets must have OOH support flag,Datasets in Unity Catalog must be tagged with a **ooh_support** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-20T12:05:03.446862
prod_trusted_bronze.internal.public_month_view_page_explorerhotelsbtnclicked,"Data, AI, and ML Governed",Aqua,Baseline,Fail,Datasets must have column descriptions,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`.,2026-06-20T12:05:03.446862
prod_trusted_bronze.internal.public_month_view_page_explorerhotelsbtnclicked,"Data, AI, and ML Governed",Aqua,Baseline,Fail,Datasets must have SOX scope flag,Datasets in Unity Catalog must be tagged with a **sox_scope** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-20T12:05:03.446862
prod_trusted_bronze.internal.public_month_view_page_explorerhotelsbtnclicked,"Data, AI, and ML Governed",Aqua,Baseline,Fail,Datasets must have valid business criticality,"Datasets in Unity Catalog must be tagged with a valid business criticality, i.e. one of:
- p1
- p2
- p3",Dataset is assigned to `{{context.evaluation.captures.business_criticality}}` which is not a valid business criticality.,2026-06-20T12:05:03.446862
prod_trusted_bronze.internal.quote_cache_visibility_read_event,"Data, AI, and ML Governed",Orange,Baseline,Fail,Datasets must have data retention defined,Datasets in Unity Catalog must be tagged with an appropriate data retention period.,Data retention period is not defined.,2026-06-20T12:05:06.200853
prod_trusted_bronze.internal.quote_cache_visibility_read_event,"Data, AI, and ML Governed",Orange,Baseline,Fail,Datasets must have OOH support flag,Datasets in Unity Catalog must be tagged with a **ooh_support** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-20T12:05:06.200853
prod_trusted_bronze.internal.quote_cache_visibility_read_event,"Data, AI, and ML Governed",Orange,Baseline,Fail,Datasets must have column descriptions,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`.,2026-06-20T12:05:06.200853
prod_trusted_bronze.internal.quote_cache_visibility_read_event,"Data, AI, and ML Governed",Orange,Baseline,Fail,Datasets must have valid data classification,"Datasets in Unity Catalog must be tagged with a valid data classification, i.e. one of:
- public
- internal
- confidential
- restricted",Dataset is assigned to `{{context.evaluation.captures.data_classification}}` which is not a valid data classification.,2026-06-20T12:05:06.200853
prod_trusted_bronze.internal.quote_cache_visibility_read_event,"Data, AI, and ML Governed",Orange,Baseline,Fail,Datasets must have valid data category,"Datasets in Unity Catalog must be tagged with a valid data category, i.e. one of:
- business_analytical_data
- business_insights_data
- business_performance_data
- inventory_data
- inventory_snapshot_data
- service_analytical_data
- service_data
- service_snapshot_data
- traveller_profile_data
- user_behaviour_data
- user_consent_data
- user_preference_data
",Dataset is assigned to `{{context.evaluation.captures.data_category}}` which is not a valid data category.,2026-06-20T12:05:06.200853
prod_trusted_bronze.internal.quote_cache_visibility_read_event,"Data, AI, and ML Governed",Orange,Baseline,Fail,Datasets must have SOX scope flag,Datasets in Unity Catalog must be tagged with a **sox_scope** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-20T12:05:06.200853
prod_trusted_bronze.internal.quote_cache_visibility_read_event,"Data, AI, and ML Governed",Orange,Baseline,Fail,Datasets must have valid business criticality,"Datasets in Unity Catalog must be tagged with a valid business criticality, i.e. one of:
- p1
- p2
- p3",Dataset is assigned to `{{context.evaluation.captures.business_criticality}}` which is not a valid business criticality.,2026-06-20T12:05:06.200853
prod_trusted_bronze.internal.quote_cache_visibility_write_event,"Data, AI, and ML Governed",Orange,Baseline,Fail,Datasets must have data retention defined,Datasets in Unity Catalog must be tagged with an appropriate data retention period.,Data retention period is not defined.,2026-06-20T12:05:11.03191
prod_trusted_bronze.internal.quote_cache_visibility_write_event,"Data, AI, and ML Governed",Orange,Baseline,Fail,Datasets must have OOH support flag,Datasets in Unity Catalog must be tagged with a **ooh_support** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-20T12:05:11.03191
prod_trusted_bronze.internal.quote_cache_visibility_write_event,"Data, AI, and ML Governed",Orange,Baseline,Fail,Datasets must have column descriptions,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`.,2026-06-20T12:05:11.03191
prod_trusted_bronze.internal.quote_cache_visibility_write_event,"Data, AI, and ML Governed",Orange,Baseline,Fail,Datasets must have valid data classification,"Datasets in Unity Catalog must be tagged with a valid data classification, i.e. one of:
- public
- internal
- confidential
- restricted",Dataset is assigned to `{{context.evaluation.captures.data_classification}}` which is not a valid data classification.,2026-06-20T12:05:11.03191
prod_trusted_bronze.internal.quote_cache_visibility_write_event,"Data, AI, and ML Governed",Orange,Baseline,Fail,Datasets must have valid data category,"Datasets in Unity Catalog must be tagged with a valid data category, i.e. one of:
- business_analytical_data
- business_insights_data
- business_performance_data
- inventory_data
- inventory_snapshot_data
- service_analytical_data
- service_data
- service_snapshot_data
- traveller_profile_data
- user_behaviour_data
- user_consent_data
- user_preference_data
",Dataset is assigned to `{{context.evaluation.captures.data_category}}` which is not a valid data category.,2026-06-20T12:05:11.03191
prod_trusted_bronze.internal.quote_cache_visibility_write_event,"Data, AI, and ML Governed",Orange,Baseline,Fail,Datasets must have SOX scope flag,Datasets in Unity Catalog must be tagged with a **sox_scope** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-20T12:05:11.03191
prod_trusted_bronze.internal.quote_cache_visibility_write_event,"Data, AI, and ML Governed",Orange,Baseline,Fail,Datasets must have valid business criticality,"Datasets in Unity Catalog must be tagged with a valid business criticality, i.e. one of:
- p1
- p2
- p3",Dataset is assigned to `{{context.evaluation.captures.business_criticality}}` which is not a valid business criticality.,2026-06-20T12:05:11.03191
prod_trusted_bronze.internal.quote_search_session_event,"Data, AI, and ML Governed",Orange,Baseline,Fail,Datasets must have OOH support flag,Datasets in Unity Catalog must be tagged with a **ooh_support** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-20T12:05:10.962334
prod_trusted_bronze.internal.quote_search_session_event,"Data, AI, and ML Governed",Orange,Baseline,Fail,Datasets must have column descriptions,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`.,2026-06-20T12:05:10.962334
prod_trusted_bronze.internal.quote_search_session_event,"Data, AI, and ML Governed",Orange,Baseline,Fail,Datasets must have SOX scope flag,Datasets in Unity Catalog must be tagged with a **sox_scope** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-20T12:05:10.962334
prod_trusted_bronze.internal.quote_search_session_event,"Data, AI, and ML Governed",Orange,Baseline,Fail,Datasets must have valid business criticality,"Datasets in Unity Catalog must be tagged with a valid business criticality, i.e. one of:
- p1
- p2
- p3",Dataset is assigned to `{{context.evaluation.captures.business_criticality}}` which is not a valid business criticality.,2026-06-20T12:05:10.962334
prod_trusted_bronze.internal.quoteservice_aqs_model_suppressed_result,"Data, AI, and ML Governed",Orange,Baseline,Fail,Datasets must have data retention defined,Datasets in Unity Catalog must be tagged with an appropriate data retention period.,Data retention period is not defined.,2026-06-20T12:05:07.934928
prod_trusted_bronze.internal.quoteservice_aqs_model_suppressed_result,"Data, AI, and ML Governed",Orange,Baseline,Fail,Datasets must have OOH support flag,Datasets in Unity Catalog must be tagged with a **ooh_support** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-20T12:05:07.934928
prod_trusted_bronze.internal.quoteservice_aqs_model_suppressed_result,"Data, AI, and ML Governed",Orange,Baseline,Fail,Datasets must have column descriptions,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`.,2026-06-20T12:05:07.934928
prod_trusted_bronze.internal.quoteservice_aqs_model_suppressed_result,"Data, AI, and ML Governed",Orange,Baseline,Fail,Datasets must have valid data classification,"Datasets in Unity Catalog must be tagged with a valid data classification, i.e. one of:
- public
- internal
- confidential
- restricted",Dataset is assigned to `{{context.evaluation.captures.data_classification}}` which is not a valid data classification.,2026-06-20T12:05:07.934928
prod_trusted_bronze.internal.quoteservice_aqs_model_suppressed_result,"Data, AI, and ML Governed",Orange,Baseline,Fail,Datasets must have valid data category,"Datasets in Unity Catalog must be tagged with a valid data category, i.e. one of:
- business_analytical_data
- business_insights_data
- business_performance_data
- inventory_data
- inventory_snapshot_data
- service_analytical_data
- service_data
- service_snapshot_data
- traveller_profile_data
- user_behaviour_data
- user_consent_data
- user_preference_data
",Dataset is assigned to `{{context.evaluation.captures.data_category}}` which is not a valid data category.,2026-06-20T12:05:07.934928
prod_trusted_bronze.internal.quoteservice_aqs_model_suppressed_result,"Data, AI, and ML Governed",Orange,Baseline,Fail,Datasets must have SOX scope flag,Datasets in Unity Catalog must be tagged with a **sox_scope** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-20T12:05:07.934928
prod_trusted_bronze.internal.quoteservice_aqs_model_suppressed_result,"Data, AI, and ML Governed",Orange,Baseline,Fail,Datasets must have valid business criticality,"Datasets in Unity Catalog must be tagged with a valid business criticality, i.e. one of:
- p1
- p2
- p3",Dataset is assigned to `{{context.evaluation.captures.business_criticality}}` which is not a valid business criticality.,2026-06-20T12:05:07.934928
prod_trusted_bronze.internal.redirects,"Data, AI, and ML Governed",Halo,Baseline,Fail,Datasets with business critical data must have all alerts actioned excluding any alerts that have fired in the last 3 days,"All alerts raised by Monte Carlo for business critical datasets must be actioned within 3 days, i.e. status update rate must be 100%.",Status update rate for alerts raised by Monte Carlo is below 100%. Current status update rate is {{context.evaluation.captures.status_update_rate}},2026-06-20T12:05:22.041923
prod_trusted_bronze.internal.response_logger_fps_search_response,"Data, AI, and ML Governed",Dancing Penguins,Baseline,Fail,Datasets must have OOH support flag,Datasets in Unity Catalog must be tagged with a **ooh_support** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-20T12:05:16.60413
prod_trusted_bronze.internal.response_logger_fps_search_response,"Data, AI, and ML Governed",Dancing Penguins,Baseline,Fail,Datasets must have column descriptions,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`.,2026-06-20T12:05:16.60413
prod_trusted_bronze.internal.response_logger_fps_search_response,"Data, AI, and ML Governed",Dancing Penguins,Baseline,Fail,Datasets with business critical data must have all alerts actioned excluding any alerts that have fired in the last 3 days,"All alerts raised by Monte Carlo for business critical datasets must be actioned within 3 days, i.e. status update rate must be 100%.",Status update rate for alerts raised by Monte Carlo is below 100%. Current status update rate is {{context.evaluation.captures.status_update_rate}},2026-06-20T12:05:16.60413
prod_trusted_bronze.internal.response_logger_fps_search_response,"Data, AI, and ML Governed",Dancing Penguins,Baseline,Fail,Datasets must have SOX scope flag,Datasets in Unity Catalog must be tagged with a **sox_scope** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-20T12:05:16.60413
prod_trusted_bronze.internal.response_logger_fps_search_response_itineraries,"Data, AI, and ML Governed",Dancing Penguins,Baseline,Fail,Datasets must have OOH support flag,Datasets in Unity Catalog must be tagged with a **ooh_support** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-20T12:05:31.907562
prod_trusted_bronze.internal.response_logger_fps_search_response_itineraries,"Data, AI, and ML Governed",Dancing Penguins,Baseline,Fail,Datasets must have column descriptions,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`.,2026-06-20T12:05:31.907562
prod_trusted_bronze.internal.response_logger_fps_search_response_itineraries,"Data, AI, and ML Governed",Dancing Penguins,Baseline,Fail,Datasets with business critical data must have all alerts actioned excluding any alerts that have fired in the last 3 days,"All alerts raised by Monte Carlo for business critical datasets must be actioned within 3 days, i.e. status update rate must be 100%.",Status update rate for alerts raised by Monte Carlo is below 100%. Current status update rate is {{context.evaluation.captures.status_update_rate}},2026-06-20T12:05:31.907562
prod_trusted_bronze.internal.response_logger_fps_search_response_itineraries,"Data, AI, and ML Governed",Dancing Penguins,Baseline,Fail,Datasets must have SOX scope flag,Datasets in Unity Catalog must be tagged with a **sox_scope** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-20T12:05:31.907562
prod_trusted_bronze.internal.revenue_tracking_detected_issue,"Data, AI, and ML Governed",Orca,Baseline,Fail,Datasets must have data retention defined,Datasets in Unity Catalog must be tagged with an appropriate data retention period.,Data retention period is not defined.,2026-06-20T12:05:31.935579
prod_trusted_bronze.internal.revenue_tracking_detected_issue,"Data, AI, and ML Governed",Orca,Baseline,Fail,Datasets must have OOH support flag,Datasets in Unity Catalog must be tagged with a **ooh_support** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-20T12:05:31.935579
prod_trusted_bronze.internal.revenue_tracking_detected_issue,"Data, AI, and ML Governed",Orca,Baseline,Fail,Datasets must have column descriptions,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`.,2026-06-20T12:05:31.935579
prod_trusted_bronze.internal.revenue_tracking_detected_issue,"Data, AI, and ML Governed",Orca,Baseline,Fail,Datasets must have valid data classification,"Datasets in Unity Catalog must be tagged with a valid data classification, i.e. one of:
- public
- internal
- confidential
- restricted",Dataset is assigned to `{{context.evaluation.captures.data_classification}}` which is not a valid data classification.,2026-06-20T12:05:31.935579
prod_trusted_bronze.internal.revenue_tracking_detected_issue,"Data, AI, and ML Governed",Orca,Baseline,Fail,Datasets must have valid data category,"Datasets in Unity Catalog must be tagged with a valid data category, i.e. one of:
- business_analytical_data
- business_insights_data
- business_performance_data
- inventory_data
- inventory_snapshot_data
- service_analytical_data
- service_data
- service_snapshot_data
- traveller_profile_data
- user_behaviour_data
- user_consent_data
- user_preference_data
",Dataset is assigned to `{{context.evaluation.captures.data_category}}` which is not a valid data category.,2026-06-20T12:05:31.935579
prod_trusted_bronze.internal.revenue_tracking_detected_issue,"Data, AI, and ML Governed",Orca,Baseline,Fail,Datasets must have SOX scope flag,Datasets in Unity Catalog must be tagged with a **sox_scope** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-20T12:05:31.935579
prod_trusted_bronze.internal.revenue_tracking_detected_issue,"Data, AI, and ML Governed",Orca,Baseline,Fail,Datasets must have valid business criticality,"Datasets in Unity Catalog must be tagged with a valid business criticality, i.e. one of:
- p1
- p2
- p3",Dataset is assigned to `{{context.evaluation.captures.business_criticality}}` which is not a valid business criticality.,2026-06-20T12:05:31.935579
prod_trusted_bronze.internal.skyscanner_tag_api_conversion_events,"Data, AI, and ML Governed",Kylin,Baseline,Fail,Datasets must have OOH support flag,Datasets in Unity Catalog must be tagged with a **ooh_support** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-20T12:05:57.201596
prod_trusted_bronze.internal.skyscanner_tag_api_conversion_events,"Data, AI, and ML Governed",Kylin,Baseline,Fail,Datasets must have column descriptions,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`.,2026-06-20T12:05:57.201596
prod_trusted_bronze.internal.skyscanner_tag_api_conversion_events,"Data, AI, and ML Governed",Kylin,Baseline,Fail,Datasets must have SOX scope flag,Datasets in Unity Catalog must be tagged with a **sox_scope** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-20T12:05:57.201596
prod_trusted_bronze.internal.supply_test_coverage_report,"Data, AI, and ML Governed",Pigeon,Baseline,Fail,Datasets must have data retention defined,Datasets in Unity Catalog must be tagged with an appropriate data retention period.,Data retention period is not defined.,2026-06-20T12:06:00.394208
prod_trusted_bronze.internal.supply_test_coverage_report,"Data, AI, and ML Governed",Pigeon,Baseline,Fail,Datasets must have OOH support flag,Datasets in Unity Catalog must be tagged with a **ooh_support** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-20T12:06:00.394208
prod_trusted_bronze.internal.supply_test_coverage_report,"Data, AI, and ML Governed",Pigeon,Baseline,Fail,Datasets must have column descriptions,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`.,2026-06-20T12:06:00.394208
prod_trusted_bronze.internal.supply_test_coverage_report,"Data, AI, and ML Governed",Pigeon,Baseline,Fail,Datasets must have valid data classification,"Datasets in Unity Catalog must be tagged with a valid data classification, i.e. one of:
- public
- internal
- confidential
- restricted",Dataset is assigned to `{{context.evaluation.captures.data_classification}}` which is not a valid data classification.,2026-06-20T12:06:00.394208
prod_trusted_bronze.internal.supply_test_coverage_report,"Data, AI, and ML Governed",Pigeon,Baseline,Fail,Datasets must have valid data category,"Datasets in Unity Catalog must be tagged with a valid data category, i.e. one of:
- business_analytical_data
- business_insights_data
- business_performance_data
- inventory_data
- inventory_snapshot_data
- service_analytical_data
- service_data
- service_snapshot_data
- traveller_profile_data
- user_behaviour_data
- user_consent_data
- user_preference_data
",Dataset is assigned to `{{context.evaluation.captures.data_category}}` which is not a valid data category.,2026-06-20T12:06:00.394208
prod_trusted_bronze.internal.supply_test_coverage_report,"Data, AI, and ML Governed",Pigeon,Baseline,Fail,Datasets must have SOX scope flag,Datasets in Unity Catalog must be tagged with a **sox_scope** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-20T12:06:00.394208
prod_trusted_bronze.internal.supply_test_coverage_report,"Data, AI, and ML Governed",Pigeon,Baseline,Fail,Datasets must have valid business criticality,"Datasets in Unity Catalog must be tagged with a valid business criticality, i.e. one of:
- p1
- p2
- p3",Dataset is assigned to `{{context.evaluation.captures.business_criticality}}` which is not a valid business criticality.,2026-06-20T12:06:00.394208
prod_trusted_bronze.internal.taps_partner_response,"Data, AI, and ML Governed",Big Yus,Baseline,Fail,Datasets must have data retention defined,Datasets in Unity Catalog must be tagged with an appropriate data retention period.,Data retention period is not defined.,2026-06-20T12:06:00.389336
prod_trusted_bronze.internal.taps_partner_response,"Data, AI, and ML Governed",Big Yus,Baseline,Fail,Datasets must have OOH support flag,Datasets in Unity Catalog must be tagged with a **ooh_support** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-20T12:06:00.389336
prod_trusted_bronze.internal.taps_partner_response,"Data, AI, and ML Governed",Big Yus,Baseline,Fail,Datasets must have column descriptions,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`.,2026-06-20T12:06:00.389336
prod_trusted_bronze.internal.taps_partner_response,"Data, AI, and ML Governed",Big Yus,Baseline,Fail,Datasets must have valid data classification,"Datasets in Unity Catalog must be tagged with a valid data classification, i.e. one of:
- public
- internal
- confidential
- restricted",Dataset is assigned to `{{context.evaluation.captures.data_classification}}` which is not a valid data classification.,2026-06-20T12:06:00.389336
prod_trusted_bronze.internal.taps_partner_response,"Data, AI, and ML Governed",Big Yus,Baseline,Fail,Datasets must have valid data category,"Datasets in Unity Catalog must be tagged with a valid data category, i.e. one of:
- business_analytical_data
- business_insights_data
- business_performance_data
- inventory_data
- inventory_snapshot_data
- service_analytical_data
- service_data
- service_snapshot_data
- traveller_profile_data
- user_behaviour_data
- user_consent_data
- user_preference_data
",Dataset is assigned to `{{context.evaluation.captures.data_category}}` which is not a valid data category.,2026-06-20T12:06:00.389336
prod_trusted_bronze.internal.taps_partner_response,"Data, AI, and ML Governed",Big Yus,Baseline,Fail,Datasets must have SOX scope flag,Datasets in Unity Catalog must be tagged with a **sox_scope** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-20T12:06:00.389336
prod_trusted_bronze.internal.taps_partner_response,"Data, AI, and ML Governed",Big Yus,Baseline,Fail,Datasets must have valid business criticality,"Datasets in Unity Catalog must be tagged with a valid business criticality, i.e. one of:
- p1
- p2
- p3",Dataset is assigned to `{{context.evaluation.captures.business_criticality}}` which is not a valid business criticality.,2026-06-20T12:06:00.389336
prod_trusted_bronze.internal.taps_price_accuracy,"Data, AI, and ML Governed",Big Yus,Baseline,Fail,Datasets must have OOH support flag,Datasets in Unity Catalog must be tagged with a **ooh_support** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-20T12:06:00.471258
prod_trusted_bronze.internal.taps_price_accuracy,"Data, AI, and ML Governed",Big Yus,Baseline,Fail,Datasets must have column descriptions,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`.,2026-06-20T12:06:00.471258
prod_trusted_bronze.internal.taps_price_accuracy,"Data, AI, and ML Governed",Big Yus,Baseline,Fail,Datasets must have SOX scope flag,Datasets in Unity Catalog must be tagged with a **sox_scope** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-20T12:06:00.471258
prod_trusted_bronze.internal.taps_result,"Data, AI, and ML Governed",Big Yus,Baseline,Fail,Datasets must have OOH support flag,Datasets in Unity Catalog must be tagged with a **ooh_support** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-20T12:06:09.426279
prod_trusted_bronze.internal.taps_result,"Data, AI, and ML Governed",Big Yus,Baseline,Fail,Datasets must have column descriptions,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`.,2026-06-20T12:06:09.426279
prod_trusted_bronze.internal.taps_result,"Data, AI, and ML Governed",Big Yus,Baseline,Fail,Datasets must have SOX scope flag,Datasets in Unity Catalog must be tagged with a **sox_scope** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-20T12:06:09.426279
prod_trusted_bronze.internal.web_carhire_pqs_experience,"Data, AI, and ML Governed",Libra,Baseline,Fail,Datasets must have OOH support flag,Datasets in Unity Catalog must be tagged with a **ooh_support** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-20T12:06:28.293874
prod_trusted_bronze.internal.web_carhire_pqs_experience,"Data, AI, and ML Governed",Libra,Baseline,Fail,Datasets must have column descriptions,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`.,2026-06-20T12:06:28.293874
prod_trusted_bronze.internal.web_carhire_pqs_experience,"Data, AI, and ML Governed",Libra,Baseline,Fail,Datasets must have SOX scope flag,Datasets in Unity Catalog must be tagged with a **sox_scope** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-20T12:06:28.293874
prod_trusted_bronze.internal.web_carhire_pqs_experience,"Data, AI, and ML Governed",Libra,Baseline,Fail,Datasets must have valid business criticality,"Datasets in Unity Catalog must be tagged with a valid business criticality, i.e. one of:
- p1
- p2
- p3",Dataset is assigned to `{{context.evaluation.captures.business_criticality}}` which is not a valid business criticality.,2026-06-20T12:06:28.293874
prod_trusted_bronze.internal.web_carhire_pqs_rating,"Data, AI, and ML Governed",Libra,Baseline,Fail,Datasets must have OOH support flag,Datasets in Unity Catalog must be tagged with a **ooh_support** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-20T12:06:28.989953
prod_trusted_bronze.internal.web_carhire_pqs_rating,"Data, AI, and ML Governed",Libra,Baseline,Fail,Datasets must have column descriptions,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`.,2026-06-20T12:06:28.989953
prod_trusted_bronze.internal.web_carhire_pqs_rating,"Data, AI, and ML Governed",Libra,Baseline,Fail,Datasets must have SOX scope flag,Datasets in Unity Catalog must be tagged with a **sox_scope** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-20T12:06:28.989953
prod_trusted_bronze.internal.web_carhire_pqs_rating,"Data, AI, and ML Governed",Libra,Baseline,Fail,Datasets must have valid business criticality,"Datasets in Unity Catalog must be tagged with a valid business criticality, i.e. one of:
- p1
- p2
- p3",Dataset is assigned to `{{context.evaluation.captures.business_criticality}}` which is not a valid business criticality.,2026-06-20T12:06:28.989953
prod_trusted_bronze.inventory_cost_efficiency.infrastructure_cost,"Data, AI, and ML Governed",Halo,Baseline,Fail,Datasets must have column descriptions,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`.,2026-06-20T12:06:35.038278
prod_trusted_bronze.pqs_chattermill.pqs_v2_user_feedback_chattermill,"Data, AI, and ML Governed",Libra,Baseline,Fail,Datasets must have column descriptions,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`.,2026-06-20T12:07:50.106796
prod_trusted_bronze.pqs_unitq.pqs_v2_user_feedback_unitq,"Data, AI, and ML Governed",Libra,Baseline,Fail,Datasets with business critical data must have all alerts actioned excluding any alerts that have fired in the last 3 days,"All alerts raised by Monte Carlo for business critical datasets must be actioned within 3 days, i.e. status update rate must be 100%.",Status update rate for alerts raised by Monte Carlo is below 100%. Current status update rate is {{context.evaluation.captures.status_update_rate}},2026-06-20T12:07:51.629486
prod_trusted_bronze.price_accuracy.flight_pa_scraper,"Data, AI, and ML Governed",Falcon,Baseline,Fail,Datasets must have data retention defined,Datasets in Unity Catalog must be tagged with an appropriate data retention period.,Data retention period is not defined.,2026-06-20T12:07:58.823365
prod_trusted_bronze.price_accuracy.flight_pa_scraper,"Data, AI, and ML Governed",Falcon,Baseline,Fail,Datasets must have OOH support flag,Datasets in Unity Catalog must be tagged with a **ooh_support** flag set to **true** or **false**.,Flag is not set on dataset.,2026-06-20T12:07:58.823365
prod_trusted_bronze.price_accuracy.flight_pa_scraper,"Data, AI, and ML Governed",Falcon,Baseline,Fail,Datasets must have valid data classification,"Datasets in Unity Catalog must be tagged with a valid data classification, i.e. one of:
- public
- internal
- confidential
- restricted",Dataset is assigned to `{{context.evaluation.captures.data_classification}}` which is not a valid data classification.,2026-06-20T12:07:58.823365
prod_trusted_bronze.price_accuracy.flight_pa_scraper,"Data, AI, and ML Governed",Falcon,Baseline,Fail,Datasets must have a description,Datasets in Unity Catalog should have a description.,Dataset does not have a description.,2026-06-20T12:07:58.823365
prod_trusted_bronze.price_accuracy.flight_pa_scraper,"Data, AI, and ML Governed",Falcon,Baseline,Fail,Datasets must have valid data category,"Datasets in Unity Catalog must be tagged with a valid data category, i.e. one of:
- business_analytical_data
- business_insights_data
- business_performance_data
- inventory_data
- inventory_snapshot_data
- service_analytical_data
- service_data
- service_snapshot_data
- traveller_profile_data
- user_behaviour_data
- user_consent_data
- user_preference_data
",Dataset is assigned to `{{context.evaluation.captures.data_category}}` which is not a valid data category.,2026-06-20T12:07:58.823365
