Squad,Entity,Scorecard,Rule,Level,Status,Description,Failure Message,Last Evaluated
Falcon,prod_trusted_bronze.internal.event_filtered_by_source,"Data, AI, and ML Governed",Datasets must have OOH support flag,Baseline,Fail,Datasets in Unity Catalog must be tagged with a **ooh_support** flag set to **true** or **false**.,Flag is not set on dataset. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:48:49.968591
Falcon,prod_trusted_bronze.internal.event_filtered_by_source,"Data, AI, and ML Governed",Datasets must have SOX scope flag,Baseline,Fail,Datasets in Unity Catalog must be tagged with a **sox_scope** flag set to **true** or **false**.,Flag is not set on dataset. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:48:49.968591
Falcon,prod_trusted_bronze.internal.event_filtered_by_source,"Data, AI, and ML Governed",Datasets must have column descriptions,Baseline,Fail,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:48:49.968591
Falcon,prod_trusted_bronze.internal.event_filtered_by_source,"Data, AI, and ML Governed",Datasets must have data retention defined,Baseline,Fail,Datasets in Unity Catalog must be tagged with an appropriate data retention period.,Data retention period is not defined. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:48:49.968591
Falcon,prod_trusted_bronze.internal.event_filtered_by_source,"Data, AI, and ML Governed",Datasets must have valid business criticality,Baseline,Fail,"Datasets in Unity Catalog must be tagged with a valid business criticality, i.e. one of:
- p1
- p2
- p3",Dataset is assigned to `{{context.evaluation.captures.business_criticality}}` which is not a valid business criticality. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:48:49.968591
Falcon,prod_trusted_bronze.internal.event_filtered_by_source,"Data, AI, and ML Governed",Datasets must have valid data category,Baseline,Fail,"Datasets in Unity Catalog must be tagged with a valid data category, i.e. one of:
- business_analytical_data
- business_insights_data
- business_performance_data
- inventory_data
- inventory_snapshot_data
- service_analytical_data
- service_data
- service_snapshot_data
- traveller_profile_data
- user_behaviour_data
- user_consent_data
- user_preference_data
",Dataset is assigned to `{{context.evaluation.captures.data_category}}` which is not a valid data category. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:48:49.968591
Falcon,prod_trusted_bronze.internal.event_filtered_by_source,"Data, AI, and ML Governed",Datasets must have valid data classification,Baseline,Fail,"Datasets in Unity Catalog must be tagged with a valid data classification, i.e. one of:
- public
- internal
- confidential
- restricted",Dataset is assigned to `{{context.evaluation.captures.data_classification}}` which is not a valid data classification. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:48:49.968591
Falcon,prod_trusted_bronze.internal.event_filtered_by_who_stack,"Data, AI, and ML Governed",Datasets must have OOH support flag,Baseline,Fail,Datasets in Unity Catalog must be tagged with a **ooh_support** flag set to **true** or **false**.,Flag is not set on dataset. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:48:31.445166
Falcon,prod_trusted_bronze.internal.event_filtered_by_who_stack,"Data, AI, and ML Governed",Datasets must have SOX scope flag,Baseline,Fail,Datasets in Unity Catalog must be tagged with a **sox_scope** flag set to **true** or **false**.,Flag is not set on dataset. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:48:31.445166
Falcon,prod_trusted_bronze.internal.event_filtered_by_who_stack,"Data, AI, and ML Governed",Datasets must have column descriptions,Baseline,Fail,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:48:31.445166
Falcon,prod_trusted_bronze.internal.event_filtered_by_who_stack,"Data, AI, and ML Governed",Datasets must have data retention defined,Baseline,Fail,Datasets in Unity Catalog must be tagged with an appropriate data retention period.,Data retention period is not defined. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:48:31.445166
Falcon,prod_trusted_bronze.internal.event_filtered_by_who_stack,"Data, AI, and ML Governed",Datasets must have valid business criticality,Baseline,Fail,"Datasets in Unity Catalog must be tagged with a valid business criticality, i.e. one of:
- p1
- p2
- p3",Dataset is assigned to `{{context.evaluation.captures.business_criticality}}` which is not a valid business criticality. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:48:31.445166
Falcon,prod_trusted_bronze.internal.event_filtered_by_who_stack,"Data, AI, and ML Governed",Datasets must have valid data category,Baseline,Fail,"Datasets in Unity Catalog must be tagged with a valid data category, i.e. one of:
- business_analytical_data
- business_insights_data
- business_performance_data
- inventory_data
- inventory_snapshot_data
- service_analytical_data
- service_data
- service_snapshot_data
- traveller_profile_data
- user_behaviour_data
- user_consent_data
- user_preference_data
",Dataset is assigned to `{{context.evaluation.captures.data_category}}` which is not a valid data category. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:48:31.445166
Falcon,prod_trusted_bronze.internal.event_filtered_by_who_stack,"Data, AI, and ML Governed",Datasets must have valid data classification,Baseline,Fail,"Datasets in Unity Catalog must be tagged with a valid data classification, i.e. one of:
- public
- internal
- confidential
- restricted",Dataset is assigned to `{{context.evaluation.captures.data_classification}}` which is not a valid data classification. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:48:31.445166
Falcon,prod_trusted_bronze.internal.event_filtered_for_partner_density,"Data, AI, and ML Governed",Datasets must have OOH support flag,Baseline,Fail,Datasets in Unity Catalog must be tagged with a **ooh_support** flag set to **true** or **false**.,Flag is not set on dataset. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:48:36.056172
Falcon,prod_trusted_bronze.internal.event_filtered_for_partner_density,"Data, AI, and ML Governed",Datasets must have SOX scope flag,Baseline,Fail,Datasets in Unity Catalog must be tagged with a **sox_scope** flag set to **true** or **false**.,Flag is not set on dataset. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:48:36.056172
Falcon,prod_trusted_bronze.internal.event_filtered_for_partner_density,"Data, AI, and ML Governed",Datasets must have column descriptions,Baseline,Fail,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:48:36.056172
Falcon,prod_trusted_bronze.internal.event_filtered_for_partner_density,"Data, AI, and ML Governed",Datasets must have valid business criticality,Baseline,Fail,"Datasets in Unity Catalog must be tagged with a valid business criticality, i.e. one of:
- p1
- p2
- p3",Dataset is assigned to `{{context.evaluation.captures.business_criticality}}` which is not a valid business criticality. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:48:36.056172
Falcon,prod_trusted_bronze.internal.falcon_landing_pages_falconlandingpageaction,"Data, AI, and ML Governed",Datasets must have OOH support flag,Baseline,Fail,Datasets in Unity Catalog must be tagged with a **ooh_support** flag set to **true** or **false**.,Flag is not set on dataset. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:48:49.443627
Falcon,prod_trusted_bronze.internal.falcon_landing_pages_falconlandingpageaction,"Data, AI, and ML Governed",Datasets must have SOX scope flag,Baseline,Fail,Datasets in Unity Catalog must be tagged with a **sox_scope** flag set to **true** or **false**.,Flag is not set on dataset. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:48:49.443627
Falcon,prod_trusted_bronze.internal.falcon_landing_pages_falconlandingpageaction,"Data, AI, and ML Governed",Datasets must have column descriptions,Baseline,Fail,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:48:49.443627
Falcon,prod_trusted_bronze.internal.falcon_landing_pages_falconlandingpageaction,"Data, AI, and ML Governed",Datasets must have data retention defined,Baseline,Fail,Datasets in Unity Catalog must be tagged with an appropriate data retention period.,Data retention period is not defined. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:48:49.443627
Falcon,prod_trusted_bronze.internal.falcon_landing_pages_falconlandingpageaction,"Data, AI, and ML Governed",Datasets must have valid business criticality,Baseline,Fail,"Datasets in Unity Catalog must be tagged with a valid business criticality, i.e. one of:
- p1
- p2
- p3",Dataset is assigned to `{{context.evaluation.captures.business_criticality}}` which is not a valid business criticality. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:48:49.443627
Falcon,prod_trusted_bronze.internal.falcon_landing_pages_falconlandingpageaction,"Data, AI, and ML Governed",Datasets must have valid data category,Baseline,Fail,"Datasets in Unity Catalog must be tagged with a valid data category, i.e. one of:
- business_analytical_data
- business_insights_data
- business_performance_data
- inventory_data
- inventory_snapshot_data
- service_analytical_data
- service_data
- service_snapshot_data
- traveller_profile_data
- user_behaviour_data
- user_consent_data
- user_preference_data
",Dataset is assigned to `{{context.evaluation.captures.data_category}}` which is not a valid data category. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:48:49.443627
Falcon,prod_trusted_bronze.internal.falcon_landing_pages_falconlandingpageaction,"Data, AI, and ML Governed",Datasets must have valid data classification,Baseline,Fail,"Datasets in Unity Catalog must be tagged with a valid data classification, i.e. one of:
- public
- internal
- confidential
- restricted",Dataset is assigned to `{{context.evaluation.captures.data_classification}}` which is not a valid data classification. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:48:49.443627
Falcon,prod_trusted_bronze.internal.itineraries_internal_filter_batch_event,"Data, AI, and ML Governed",Datasets must have OOH support flag,Baseline,Fail,Datasets in Unity Catalog must be tagged with a **ooh_support** flag set to **true** or **false**.,Flag is not set on dataset. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:51:53.638527
Falcon,prod_trusted_bronze.internal.itineraries_internal_filter_batch_event,"Data, AI, and ML Governed",Datasets must have SOX scope flag,Baseline,Fail,Datasets in Unity Catalog must be tagged with a **sox_scope** flag set to **true** or **false**.,Flag is not set on dataset. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:51:53.638527
Falcon,prod_trusted_bronze.internal.itineraries_internal_filter_batch_event,"Data, AI, and ML Governed",Datasets must have column descriptions,Baseline,Fail,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:51:53.638527
Falcon,prod_trusted_bronze.internal.itineraries_internal_filter_batch_event,"Data, AI, and ML Governed",Datasets must have data retention defined,Baseline,Fail,Datasets in Unity Catalog must be tagged with an appropriate data retention period.,Data retention period is not defined. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:51:53.638527
Falcon,prod_trusted_bronze.internal.itineraries_internal_filter_batch_event,"Data, AI, and ML Governed",Datasets must have valid business criticality,Baseline,Fail,"Datasets in Unity Catalog must be tagged with a valid business criticality, i.e. one of:
- p1
- p2
- p3",Dataset is assigned to `{{context.evaluation.captures.business_criticality}}` which is not a valid business criticality. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:51:53.638527
Falcon,prod_trusted_bronze.internal.itineraries_internal_filter_batch_event,"Data, AI, and ML Governed",Datasets must have valid data category,Baseline,Fail,"Datasets in Unity Catalog must be tagged with a valid data category, i.e. one of:
- business_analytical_data
- business_insights_data
- business_performance_data
- inventory_data
- inventory_snapshot_data
- service_analytical_data
- service_data
- service_snapshot_data
- traveller_profile_data
- user_behaviour_data
- user_consent_data
- user_preference_data
",Dataset is assigned to `{{context.evaluation.captures.data_category}}` which is not a valid data category. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:51:53.638527
Falcon,prod_trusted_bronze.internal.itineraries_internal_filter_batch_event,"Data, AI, and ML Governed",Datasets must have valid data classification,Baseline,Fail,"Datasets in Unity Catalog must be tagged with a valid data classification, i.e. one of:
- public
- internal
- confidential
- restricted",Dataset is assigned to `{{context.evaluation.captures.data_classification}}` which is not a valid data classification. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:51:53.638527
Falcon,prod_trusted_bronze.internal.itineraries_whostar_batch_event,"Data, AI, and ML Governed",Datasets must have OOH support flag,Baseline,Fail,Datasets in Unity Catalog must be tagged with a **ooh_support** flag set to **true** or **false**.,Flag is not set on dataset. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:51:56.723244
Falcon,prod_trusted_bronze.internal.itineraries_whostar_batch_event,"Data, AI, and ML Governed",Datasets must have SOX scope flag,Baseline,Fail,Datasets in Unity Catalog must be tagged with a **sox_scope** flag set to **true** or **false**.,Flag is not set on dataset. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:51:56.723244
Falcon,prod_trusted_bronze.internal.itineraries_whostar_batch_event,"Data, AI, and ML Governed",Datasets must have column descriptions,Baseline,Fail,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:51:56.723244
Falcon,prod_trusted_bronze.internal.itineraries_whostar_batch_event,"Data, AI, and ML Governed",Datasets must have data retention defined,Baseline,Fail,Datasets in Unity Catalog must be tagged with an appropriate data retention period.,Data retention period is not defined. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:51:56.723244
Falcon,prod_trusted_bronze.internal.itineraries_whostar_batch_event,"Data, AI, and ML Governed",Datasets must have valid business criticality,Baseline,Fail,"Datasets in Unity Catalog must be tagged with a valid business criticality, i.e. one of:
- p1
- p2
- p3",Dataset is assigned to `{{context.evaluation.captures.business_criticality}}` which is not a valid business criticality. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:51:56.723244
Falcon,prod_trusted_bronze.internal.itineraries_whostar_batch_event,"Data, AI, and ML Governed",Datasets must have valid data category,Baseline,Fail,"Datasets in Unity Catalog must be tagged with a valid data category, i.e. one of:
- business_analytical_data
- business_insights_data
- business_performance_data
- inventory_data
- inventory_snapshot_data
- service_analytical_data
- service_data
- service_snapshot_data
- traveller_profile_data
- user_behaviour_data
- user_consent_data
- user_preference_data
",Dataset is assigned to `{{context.evaluation.captures.data_category}}` which is not a valid data category. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:51:56.723244
Falcon,prod_trusted_bronze.internal.itineraries_whostar_batch_event,"Data, AI, and ML Governed",Datasets must have valid data classification,Baseline,Fail,"Datasets in Unity Catalog must be tagged with a valid data classification, i.e. one of:
- public
- internal
- confidential
- restricted",Dataset is assigned to `{{context.evaluation.captures.data_classification}}` which is not a valid data classification. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:51:56.723244
Falcon,prod_trusted_bronze.price_accuracy.flight_pa_result,"Data, AI, and ML Governed",Datasets must have OOH support flag,Baseline,Fail,Datasets in Unity Catalog must be tagged with a **ooh_support** flag set to **true** or **false**.,Flag is not set on dataset. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T09:32:22.717049
Falcon,prod_trusted_bronze.price_accuracy.flight_pa_result,"Data, AI, and ML Governed",Datasets must have SOX scope flag,Baseline,Fail,Datasets in Unity Catalog must be tagged with a **sox_scope** flag set to **true** or **false**.,Flag is not set on dataset. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T09:32:22.717049
Falcon,prod_trusted_bronze.price_accuracy.flight_pa_result,"Data, AI, and ML Governed",Datasets must have a description,Baseline,Fail,Datasets in Unity Catalog should have a description.,Dataset does not have a description. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T09:32:22.717049
Falcon,prod_trusted_bronze.price_accuracy.flight_pa_result,"Data, AI, and ML Governed",Datasets must have column descriptions,Baseline,Fail,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T09:32:22.717049
Falcon,prod_trusted_bronze.price_accuracy.flight_pa_result,"Data, AI, and ML Governed",Datasets must have data retention defined,Baseline,Fail,Datasets in Unity Catalog must be tagged with an appropriate data retention period.,Data retention period is not defined. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T09:32:22.717049
Falcon,prod_trusted_bronze.price_accuracy.flight_pa_result,"Data, AI, and ML Governed",Datasets must have valid business criticality,Baseline,Fail,"Datasets in Unity Catalog must be tagged with a valid business criticality, i.e. one of:
- p1
- p2
- p3",Dataset is assigned to `{{context.evaluation.captures.business_criticality}}` which is not a valid business criticality. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T09:32:22.717049
Falcon,prod_trusted_bronze.price_accuracy.flight_pa_result,"Data, AI, and ML Governed",Datasets must have valid data category,Baseline,Fail,"Datasets in Unity Catalog must be tagged with a valid data category, i.e. one of:
- business_analytical_data
- business_insights_data
- business_performance_data
- inventory_data
- inventory_snapshot_data
- service_analytical_data
- service_data
- service_snapshot_data
- traveller_profile_data
- user_behaviour_data
- user_consent_data
- user_preference_data
",Dataset is assigned to `{{context.evaluation.captures.data_category}}` which is not a valid data category. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T09:32:22.717049
Falcon,prod_trusted_bronze.price_accuracy.flight_pa_result,"Data, AI, and ML Governed",Datasets must have valid data classification,Baseline,Fail,"Datasets in Unity Catalog must be tagged with a valid data classification, i.e. one of:
- public
- internal
- confidential
- restricted",Dataset is assigned to `{{context.evaluation.captures.data_classification}}` which is not a valid data classification. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T09:32:22.717049
Falcon,prod_trusted_bronze.price_accuracy.flight_pa_scraper,"Data, AI, and ML Governed",Datasets must have OOH support flag,Baseline,Fail,Datasets in Unity Catalog must be tagged with a **ooh_support** flag set to **true** or **false**.,Flag is not set on dataset. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:57:54.066556
Falcon,prod_trusted_bronze.price_accuracy.flight_pa_scraper,"Data, AI, and ML Governed",Datasets must have SOX scope flag,Baseline,Fail,Datasets in Unity Catalog must be tagged with a **sox_scope** flag set to **true** or **false**.,Flag is not set on dataset. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:57:54.066556
Falcon,prod_trusted_bronze.price_accuracy.flight_pa_scraper,"Data, AI, and ML Governed",Datasets must have a description,Baseline,Fail,Datasets in Unity Catalog should have a description.,Dataset does not have a description. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:57:54.066556
Falcon,prod_trusted_bronze.price_accuracy.flight_pa_scraper,"Data, AI, and ML Governed",Datasets must have data retention defined,Baseline,Fail,Datasets in Unity Catalog must be tagged with an appropriate data retention period.,Data retention period is not defined. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:57:54.066556
Falcon,prod_trusted_bronze.price_accuracy.flight_pa_scraper,"Data, AI, and ML Governed",Datasets must have valid business criticality,Baseline,Fail,"Datasets in Unity Catalog must be tagged with a valid business criticality, i.e. one of:
- p1
- p2
- p3",Dataset is assigned to `{{context.evaluation.captures.business_criticality}}` which is not a valid business criticality. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:57:54.066556
Falcon,prod_trusted_bronze.price_accuracy.flight_pa_scraper,"Data, AI, and ML Governed",Datasets must have valid data category,Baseline,Fail,"Datasets in Unity Catalog must be tagged with a valid data category, i.e. one of:
- business_analytical_data
- business_insights_data
- business_performance_data
- inventory_data
- inventory_snapshot_data
- service_analytical_data
- service_data
- service_snapshot_data
- traveller_profile_data
- user_behaviour_data
- user_consent_data
- user_preference_data
",Dataset is assigned to `{{context.evaluation.captures.data_category}}` which is not a valid data category. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:57:54.066556
Falcon,prod_trusted_bronze.price_accuracy.flight_pa_scraper,"Data, AI, and ML Governed",Datasets must have valid data classification,Baseline,Fail,"Datasets in Unity Catalog must be tagged with a valid data classification, i.e. one of:
- public
- internal
- confidential
- restricted",Dataset is assigned to `{{context.evaluation.captures.data_classification}}` which is not a valid data classification. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T08:57:54.066556
Falcon,prod_trusted_gold.price_accuracy.w_dv_flight_price_accuracy_report,"Data, AI, and ML Governed",Datasets with business critical data must have all alerts actioned excluding any alerts that have fired in the last 3 days,Baseline,Fail,"All alerts raised by Monte Carlo for business critical datasets must be actioned within 3 days, i.e. status update rate must be 100%.",Status update rate for alerts raised by Monte Carlo is below 100%. Current status update rate is {{context.evaluation.captures.status_update_rate}},2026-06-24T09:16:02.678195
Falcon,prod_trusted_silver.price_accuracy.dv_flight_e2e_price_accuracy,"Data, AI, and ML Governed",Datasets must have column descriptions,Baseline,Fail,Datasets in Unity Catalog should have a description for all columns.,Dataset is missing a description for the following columns `{{context.evaluation.captures.columns_without_description}}`. See [guidance on updating](https://skyscanner.atlassian.net/wiki/spaces/UNDERSTAND/pages/633701327/HOW-TO+Manage+table+and+column+metadata+in+Unity+Catalog).,2026-06-24T09:22:52.645979
